TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
CC,0,15,92,6,0,34,56,8,1,0,6,100,37,110,0,0,0,64,11,23,1,0,0,0,2,0,17,50,24,8,4,25,2,0,0,0
CD,50,33,31,1,0,117,48,2,0,0,3,198,147,65,0,0,1,19,3,16,0,0,0,0,18,0,0,9,11,7,0,3,4,2,0,2
DT,2,61,1,0,0,13,599,15,26,0,2,987,115,135,4,0,0,3,0,24,0,7,1,0,1,0,0,7,14,14,5,21,0,0,0,0
EX,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,30,0,0,0,0
FW,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,5,171,872,7,0,60,247,17,10,0,2,345,151,574,0,10,0,57,108,39,0,0,0,0,7,0,0,0,59,23,0,0,5,6,0,5
JJ,37,52,11,3,0,71,147,0,3,0,0,987,290,68,0,0,2,14,0,15,0,0,0,0,54,0,0,1,7,5,1,0,1,1,0,0
JJR,4,0,1,0,0,31,12,2,0,0,0,29,21,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
JJS,0,6,1,0,0,9,1,0,0,0,3,39,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,187,0,0,1,0,0,0,0,0,0
NN,234,64,150,7,0,1102,55,5,1,0,47,626,280,300,2,0,100,91,4,98,4,0,3,1,138,0,7,236,70,86,9,138,46,3,0,8
NNS,126,9,53,0,0,441,28,9,1,0,41,68,21,69,0,0,19,49,1,54,2,0,2,0,68,0,1,111,42,28,74,14,15,5,0,6
NP,146,219,79,8,2,152,35,0,2,0,21,144,45,731,48,0,220,63,6,45,1,0,0,5,20,0,2,303,31,10,12,89,32,4,4,7
NPS,7,1,0,0,0,3,0,0,0,0,2,4,0,29,0,0,0,1,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0
PDT,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,0,8,0,0,0,0,100,1,23,0,1,101,38,38,0,0,0,0,0,3,0,2,0,0,0,0,0,9,7,2,0,6,3,0,0,0
PP,10,2,14,0,0,19,5,2,0,0,77,4,1,5,0,0,0,4,0,21,0,1,2,0,4,0,3,231,0,1,156,72,0,0,0,0
PP$,0,14,0,0,0,0,75,1,5,0,0,101,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
RB,20,44,48,0,0,144,93,13,0,0,3,6,2,12,0,0,0,35,4,76,4,0,0,0,36,0,62,57,52,88,3,17,0,2,0,1
RBR,0,0,1,0,0,5,3,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
RBS,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP,5,0,7,0,0,15,3,2,0,0,0,0,2,2,0,0,0,4,14,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
SYM,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,12,53,0,0,4,17,6,0,0,0,6,10,71,0,0,0,1,11,7,1,0,0,0,0,0,379,0,7,3,0,0,0,1,0,2
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,14,9,168,3,0,89,44,11,0,0,0,26,21,22,0,0,0,54,41,51,2,0,22,0,24,0,2,0,12,42,0,2,2,3,0,3
VBD,15,39,229,4,0,127,69,11,0,0,0,26,46,147,0,0,0,71,19,87,2,0,8,0,42,1,2,4,48,60,0,0,0,0,0,2
VBG,6,8,82,0,0,100,36,6,0,0,0,49,47,26,0,0,0,26,20,22,0,0,10,0,53,0,0,0,2,13,0,1,0,0,0,1
VBN,12,14,54,1,0,199,29,1,0,0,1,37,14,38,0,0,0,15,4,26,1,0,8,0,80,0,0,1,13,19,1,0,0,0,0,0
VBP,1,1,27,5,0,19,23,2,0,0,0,3,4,3,0,0,0,25,1,69,0,0,1,0,11,0,2,1,42,42,1,1,0,1,0,0
VBZ,1,8,59,0,0,22,27,2,0,0,0,24,12,12,0,0,0,9,7,93,0,0,1,0,29,0,1,0,55,109,0,0,0,0,0,2
WDT,1,0,0,0,0,2,0,0,0,0,9,1,1,2,0,0,0,3,0,6,0,0,0,0,0,0,0,27,0,0,11,49,0,0,0,0
WP,0,0,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,5,1,1,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,1,10,1,0,0,4,0,0,0,0,1,3,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
